"站点地址","站点名称","站点编号","站点加盟日期","银行业务签约日期","签约银行","站点卡数","站点余额","卡均余额"
"山东省烟台市龙口市黄山馆镇岭西村","龙口市黄山馆镇岭西村","3706811020002","2016-01-18 00:00:00","2016-01-18 00:00:00","中国银行","0","4000000.00",\N
"山东省烟台市龙口市新嘉街道新嘉疃村","龙口市新嘉街道3号","3706810030005","2016-01-18 00:00:00","2016-01-18 00:00:00","中国银行","1","1527497.22","1527497.220000"
"山东省烟台市龙口市东莱街道小栾家疃村","龙口市东莱街道小栾家疃村","3706810010006","2016-01-18 00:00:00","2016-01-18 00:00:00","中国银行","0","0.00",\N
"山东省烟台市龙口市东莱街道","龙口市东江镇西江村助农服务点","3706810010007","2016-01-18 00:00:00","2016-01-18 00:00:00","中国银行","1","8286512.99","8286512.990000"
"河北省石家庄市晋州市马于镇马坊营村","晋州市马于镇马坊营村","1301831050006","2016-01-18 00:00:00","2016-01-18 00:00:00","中国银行","0","0.00",\N
"河北省石家庄市晋州市小樵镇七给村","晋州市小樵镇七给村","1301831060011","2016-01-18 00:00:00","2016-01-18 00:00:00","中国银行","0","0.00",\N
"山东省潍坊市高密市注沟镇李家埠村","高密市注沟镇李家埠村","3707851130001","2016-01-19 00:00:00","2016-01-19 00:00:00","工商银行","115","2878467.26","25030.150087"
"四川省广元市利州区东坝街道办事处莲花村","市中区东坝街道办事处莲花村","5108020010001","2016-01-21 00:00:00","2016-01-21 00:00:00","中国银行","182","9711084.54","53357.607363"
"陕西省宝鸡市陈仓区周原镇杜赵村","陈仓区周原镇杜赵村2","6103041060002","2016-01-19 00:00:00","2016-03-19 00:00:00","长安银行","205","132752.31","647.572244"
"四川省广元市利州区上西办事处女皇路社区居","市中区上西办事处女皇路社区居","5108024040001","2016-01-20 00:00:00","2016-01-20 00:00:00","中国银行","197","27036288.52","137240.043249"
"河南省信阳市平桥区平昌镇母子河村","平桥区平昌镇母子河村","4115031050016","2015-10-04 00:00:00","2015-10-03 00:00:00","中国银行","118","481352.75","4079.260593"
"河北省唐山市丰润区沙流河镇铁匠庄村","丰润区沙流河镇铁匠庄村","1302081150008","2016-01-20 00:00:00","2016-02-03 00:00:00","中国银行","1441","6440000.00","4469.118668"
"山东省聊城市冠县冠城镇徐三里庄村","聊城市冠县冠城镇徐三里庄村","3715251000006","2016-01-20 00:00:00","2016-01-24 00:00:00","中国银行","5","10216.73","2043.346000"
"甘肃省兰州市永登县大同镇泉水沟村","永登县大同镇泉水沟村","6201211090010","2016-01-20 00:00:00","2016-01-25 00:00:00","中国银行","234","633033.40","2705.270940"
"河南省平顶山市汝州市庙下乡庙下村","汝州市庙下乡庙下村","4104822040002","2016-01-17 00:00:00","2016-01-20 00:00:00","中国银行","0","0.00",\N
"河北省唐山市丰润区左家坞镇左家坞村","丰润区左家坞镇左家坞村","1302081030013","2016-01-20 00:00:00","2016-02-03 00:00:00","中国银行","1999","100000.00","50.025013"
"河北省唐山市丰润区左家坞镇南夏庄村","丰润区左家坞镇南夏庄村","1302081030014","2016-01-20 00:00:00","2016-03-04 00:00:00","中国银行","1294","10000.00","7.727975"
"河北省唐山市丰润区任各庄镇白沫子村","丰润区任各庄镇白沫子村卫生室","1302081020014","2016-01-20 00:00:00","2016-01-21 00:00:00","中国银行","2002","70000.00","34.965035"
"河北省衡水市景县龙华镇后孙庄村","景县龙华镇后孙庄村","1311271010008","2016-01-20 00:00:00","2016-01-20 00:00:00","中国银行","320","6600000.00","20625.000000"
"河北省唐山市丰南区黄各庄镇东发旺台村","丰南区黄各庄镇东发旺台村","1302071040018","2016-01-20 00:00:00","2016-03-14 00:00:00","中国银行","141","13710000.00","97234.042553"
"河北省唐山市丰南区丰南镇杨贵庄村","丰南区丰南镇杨贵庄村","1302071130006","2016-01-20 00:00:00","2016-03-14 00:00:00","中国银行","104","42710000.00","410673.076923"
"河北省衡水市冀州市冀州镇西沙村","冀州市冀州镇西沙村","1311811000023","2016-01-21 00:00:00","2016-02-20 00:00:00","中国银行","267","110000.00","411.985019"
"河北省衡水市冀州市周村镇北曹村","冀州市周村镇北曹庄","1311811040018","2016-01-21 00:00:00","2016-02-20 00:00:00","中国银行","150","1450000.00","9666.666667"
"河北省沧州市青县流河镇北孙庄村","青县流河镇北孙庄村","1309221030014","2016-01-21 00:00:00","2016-01-27 00:00:00","中国银行","1698","2310000.00","1360.424028"
"河北省唐山市玉田县郭家屯乡狼虎庄村","玉田县郭家屯乡狼虎庄村","1302292000008","2016-01-21 00:00:00","2015-10-20 00:00:00","中国银行","3","2470000.00","823333.333333"
"河北省唐山市古冶区范各庄乡小赤口村","古冶区范各庄乡小赤口村","1302042040002","2016-01-21 00:00:00","2016-01-21 00:00:00","中国银行","370","0.00","0.000000"
"山东省烟台市龙口市龙港街道","龙口市龙港街道二里村","3706810020002","2016-01-21 00:00:00","2016-01-21 00:00:00","中国银行","0","0.00",\N
"贵州省安顺市西秀区大西桥镇三铺村","观山湖三铺村","5204021050001","2015-06-10 00:00:00","2015-06-10 00:00:00","贵阳银行","94","330000.00","3510.638298"
"贵州省安顺市平坝县马场镇平阳村","瑞金平阳村","5204211050001","2015-06-04 00:00:00","2015-06-04 00:00:00","贵阳银行","284","1060000.00","3732.394366"
"贵州省安顺市平坝县夏云镇毛栗园村"," 平坝毛栗园村","5204211040002","2015-07-01 00:00:00","2015-07-01 00:00:00","平坝鼎立村镇银行","0","0.00",\N
"贵州省安顺市西秀区大西桥镇大西桥村","安顺大西桥镇","5204021050002","2015-06-02 00:00:00","2015-06-02 00:00:00","贵阳银行","111","467008.50","4207.283784"
"贵州省安顺市西秀区宁谷镇下哨村","安顺下哨村","5204021020001","2015-06-17 00:00:00","2015-06-17 00:00:00","贵阳银行","112","902271.94","8055.999464"
"贵州省安顺市西秀区东关街道办事处大屯村","安顺大屯村","5204020050003","2015-07-02 00:00:00","2015-07-02 00:00:00","贵阳银行","125","981560.45","7852.483600"
"贵州省毕节地区毕节市层台镇层台村","毕节层台村","5224011230001","2015-07-15 00:00:00","2015-07-15 00:00:00","贵阳银行","1","0.00","0.000000"
"贵州省毕节地区毕节市梨树镇梨树村","毕节梨树村","5224011010001","2015-05-26 00:00:00","2015-05-26 00:00:00","贵阳银行","166","448824.67","2703.763072"
"贵州省毕节地区织金县八步镇山脚村","毕节鸭池山脚村","5224251060001","2015-08-11 00:00:00","2015-08-11 00:00:00","贵阳银行","173","139433.70","805.975145"
"贵州省毕节地区织金县猫场镇齐心村","毕节猫场齐心村","5224251030001","2015-07-16 00:00:00","2015-07-16 00:00:00","贵阳银行","350","4310000.00","12314.285714"
"贵州省贵阳市乌当区金华镇金龙村","白云金龙村","5201121040001","2015-05-04 00:00:00","2015-05-04 00:00:00","贵阳银行","116","410000.00","3534.482759"
"贵州省贵阳市乌当区金阳街道办事处杨惠村","白云杨惠村","5201120030001","2015-05-18 00:00:00","2015-05-18 00:00:00","贵阳银行","68","490000.00","7205.882353"
"贵州省贵阳市清镇市百花湖乡百花湖村","观山湖百花湖村","5201812000002","2015-04-29 00:00:00","2015-04-29 00:00:00","贵阳银行","135","120000.00","888.888889"
"贵州省贵阳市清镇市百花湖乡三堡村","观山湖三堡村","5201812000003","2015-06-01 00:00:00","2015-06-01 00:00:00","贵阳银行","299","230000.00","769.230769"
"贵州省贵阳市乌当区金华镇翁贡村","观山湖翁贡村","5201121040002","2015-04-22 00:00:00","2015-04-22 00:00:00","贵阳银行","65","15386.92","236.721846"
"贵州省贵阳市乌当区金阳街道办事处养马村","观山湖养马村","5201120030002","2015-04-21 00:00:00","2015-04-21 00:00:00","贵阳银行","148","489589.47","3308.036959"
"贵州省贵阳市花溪区孟关苗族布依族乡五星村","观山湖五星村","5201112010002","2015-05-26 00:00:00","2015-05-26 00:00:00","贵阳银行","227","1030000.00","4537.444934"
"贵州省贵阳市花溪区孟关苗族布依族乡沙坡村","观山湖沙坡村","5201112010003","2015-05-04 00:00:00","2015-05-04 00:00:00","贵阳银行","171","710000.00","4152.046784"
"贵州省贵阳市清镇市百花湖乡石操村","观山湖石操村","5201812000004","2015-05-14 00:00:00","2015-05-14 00:00:00","贵阳银行","71","37833.79","532.870282"
"贵州省贵阳市花溪区湖潮苗族布依族乡元方村","瑞金元方村","5201112040001","2015-08-17 00:00:00","2015-08-17 00:00:00","贵阳银行","372","2310000.00","6209.677419"
"贵州省贵阳市花溪区湖潮苗族布依族乡上午村","瑞金上午村","5201112040002","2015-08-25 00:00:00","2015-08-25 00:00:00","贵阳银行","199","2550000.00","12814.070352"
"贵州省贵阳市花溪区湖潮苗族布依族乡车田村","瑞金车田村","5201112040003","2015-09-17 00:00:00","2015-09-17 00:00:00","贵阳银行","117","990000.00","8461.538462"
"贵州省贵阳市小河区平桥社区办事处毛寨村","花溪小河毛寨村","5201145510001","2015-06-01 00:00:00","2015-06-01 00:00:00","贵阳银行","169","360000.00","2130.177515"
"贵州省贵阳市小河区平桥社区办事处王宽村","花溪小河王宽村","5201145510002","2015-06-25 00:00:00","2015-06-25 00:00:00","贵阳银行","154","11350000.00","73701.298701"
"贵州省贵阳市开阳县南龙乡翁朵村","开阳南龙翁朵村","5201212000001","2015-07-27 00:00:00","2015-07-27 00:00:00","贵阳银行","1","0.00","0.000000"
"贵州省贵阳市开阳县永温乡坤建村","开阳楠木渡坤建村","5201212010001","2015-07-20 00:00:00","2015-07-20 00:00:00","贵阳银行","0","0.00",\N
"贵州省贵阳市乌当区永乐乡罗吏村","南明罗吏村","5201122010001","2014-09-24 00:00:00","2014-09-24 00:00:00","贵阳银行","344","58890000.00","171191.860465"
"贵州省贵阳市乌当区永乐乡永乐村","南明永乐村","5201122010002","2015-12-11 00:00:00","2015-12-11 00:00:00","贵阳银行","298","48260000.00","161946.308725"
"贵州省贵阳市乌当区金阳街道办事处大凹村","花溪大凹村","5201120030003","2015-03-20 00:00:00","2015-03-20 00:00:00","贵阳银行","199","1940000.00","9748.743719"
"贵州省黔东南苗族侗族自治州凯里市三棵树镇开怀村","凯里开怀村","5226011000001","2015-08-12 00:00:00","2015-08-12 00:00:00","贵阳银行","715","660000.00","923.076923"
"贵州省黔东南苗族侗族自治州三穗县瓦寨镇新中村","凯里舟溪新中村","5226241020001","2015-08-26 00:00:00","2015-08-26 00:00:00","贵阳银行","124","30414.88","245.281290"
"贵州省黔南布依族苗族自治州瓮安县永和镇袁山村","都匀瓮安袁山村","5227251050001","2015-07-14 00:00:00","2015-07-14 00:00:00","贵阳银行","165","430000.00","2606.060606"
"贵州省铜仁地区铜仁市茶店镇茶店村","铜仁茶店茶店村","5222011030001","2015-09-06 00:00:00","2015-09-06 00:00:00","贵阳银行","551","1380000.00","2504.537205"
"贵州省遵义市红花岗区深溪镇深溪村","遵义深溪村","5203021050001","2015-05-18 00:00:00","2015-05-18 00:00:00","贵阳银行","220","650000.00","2954.545455"
"贵州省黔南布依族苗族自治州龙里县谷脚镇岩后村","白云岩后村","5227301030001","2015-11-25 00:00:00","2015-11-25 00:00:00","贵阳银行","0","0.00",\N
"河北省唐山市玉田县唐自头镇三乐台村","玉田县唐自头镇三乐台村","1302291130002","2016-01-22 00:00:00","2014-09-24 00:00:00","中国银行","7","3410000.00","487142.857143"
"贵州省六盘水市盘县淤泥彝族乡","盘县淤泥彝族乡松河镇","5202222100001","2015-06-10 00:00:00","2015-06-10 00:00:00","贵阳银行","605","6630000.00","10958.677686"
"河北省唐山市玉田县虹桥镇","玉田县虹桥镇丁家庄村","1302291050002","2016-01-22 00:00:00","2015-10-25 00:00:00","中国银行","32","8550000.00","267187.500000"
"河北省唐山市玉田县玉田镇","玉田县玉田镇小陈府村","1302291000004","2016-01-22 00:00:00","2015-10-23 00:00:00","中国银行","63","3740000.00","59365.079365"
"四川省广元市剑阁县城北镇民主村","剑阁县城北镇民主村","5108231020001","2016-01-22 00:00:00","2016-01-22 00:00:00","中国银行","0","0.00",\N
"河北省唐山市丰南区尖字沽乡望马泊大街村","丰南区尖字沽乡望马泊大街村","1302072030001","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","1","35990000.00","35990000.000000"
"河北省唐山市丰南区柳树瞿阝镇柳树瞿阝前村","丰南区柳树瞿阝镇柳树瞿阝前村","1302071100001","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","2","38110000.00","19055000.000000"
"河北省唐山市丰南区西葛镇越支一村","丰南区西葛镇越支一村金融","1302071050009","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","34","29520000.00","868235.294118"
"河北省唐山市丰南区丰南镇","丰南区丰南镇石桥沽","1302071130007","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","74","15090000.00","203918.918919"
"河北省唐山市丰南区丰南镇翟一村","丰南区丰南镇翟一村金融","1302071130008","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","0","0.00",\N
"河北省唐山市丰南区尖字沽乡尖字沽村","丰南区尖字沽乡尖字沽村","1302072030002","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","215","5920000.00","27534.883721"
"河北省唐山市丰南区黄各庄镇五相庄村","丰南区黄各庄镇五相庄村金融","1302071040019","2016-01-22 00:00:00","2015-08-03 00:00:00","中国银行","2","750000.00","375000.000000"
"河北省唐山市丰南区西葛镇东葛庄村","丰南区西葛镇东葛庄村","1302071050010","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","825","19370000.00","23478.787879"
"河北省唐山市丰南区丰南镇西板桥村","丰南区丰南镇西板桥村","1302071130009","2016-01-22 00:00:00","2016-02-20 00:00:00","中国银行","10","4560000.00","456000.000000"
"河北省唐山市丰南区丰南镇翟二村","丰南区丰南镇翟二村","1302071130010","2016-01-22 00:00:00","2015-02-13 00:00:00","中国银行","2","11070000.00","5535000.000000"
"河北省唐山市丰润区岔河镇宋家口头村","丰润区岔河镇宋家口头村","1302081080008","2016-01-22 00:00:00","2016-02-02 00:00:00","中国银行","2","13800000.00","6900000.000000"
"贵州省安顺市西秀区轿子山镇","安顺轿子山","5204021080001","2015-05-18 00:00:00","2015-05-18 00:00:00","贵阳银行","191","310000.00","1623.036649"
"贵州省安顺市普定县城关镇","安顺富民建材","5204221000001","2015-09-01 00:00:00","2015-09-01 00:00:00","贵阳银行","147","210000.00","1428.571429"
"贵州省毕节地区织金县以那镇松林村","毕节以那松林村","5224251070001","2015-07-30 00:00:00","2015-07-30 00:00:00","贵阳银行","1","0.00","0.000000"
"贵州省毕节地区织金县珠藏镇","毕节珠藏中街村","5224251100001","2015-07-30 00:00:00","2015-07-30 00:00:00","贵阳银行","363","430000.00","1184.573003"
"贵州省贵阳市观山湖区金华镇","观山湖下铺村","5201820030002","2015-06-10 00:00:00","2015-06-10 00:00:00","贵阳银行","3","0.00","0.000000"
"贵州省贵阳市小河区黄河社区办事处","花溪小河洛解村","5201145500001","2015-06-11 00:00:00","2015-06-11 00:00:00","贵阳银行","99","15180000.00","153333.333333"
"贵州省贵阳市开阳县龙岗镇","开阳龙岗西大街","5201211050001","2015-07-23 00:00:00","2015-07-23 00:00:00","贵阳银行","180","15177.84","84.321333"
"贵州省贵阳市乌当区东风镇","乌当界牌村","5201121010004","2015-05-20 00:00:00","2015-05-20 00:00:00","贵阳银行","140","6930000.00","49500.000000"
"贵州省贵阳市乌当区东风镇","乌当老街","5201121010005","2015-05-05 00:00:00","2015-05-05 00:00:00","贵阳银行","68","2450000.00","36029.411765"
"贵州省贵阳市乌当区下坝乡","乌当下坝乡","5201122020001","2015-07-27 00:00:00","2015-07-27 00:00:00","贵阳银行","1","0.00","0.000000"
"贵州省贵阳市乌当区羊昌镇","乌当羊昌乡","5201121030001","2015-05-20 00:00:00","2015-05-20 00:00:00","贵阳银行","54","620000.00","11481.481481"
"贵州省六盘水市六枝特区郎岱镇","六盘水郎岱镇","5202031010001","2015-08-21 00:00:00","2015-08-21 00:00:00","贵阳银行","366","1000000.00","2732.240437"
"贵州省六盘水市六枝特区岩脚镇","六盘水岩脚镇","5202031020001","2015-09-06 00:00:00","2015-09-06 00:00:00","贵阳银行","193","160000.00","829.015544"
"贵州省六盘水市水城县蟠龙乡","六盘水六盘水蟠龙社区","5202212290001","2015-08-06 00:00:00","2015-08-06 00:00:00","贵阳银行","176","100000.00","568.181818"
"贵州省六盘水市盘县淤泥彝族乡","六盘水淤泥乡","5202222100002","2015-09-07 00:00:00","2015-09-07 00:00:00","贵阳银行","295","280000.00","949.152542"
"贵州省六盘水市水城县陡箐乡","六盘水木果镇","5202212010001","2015-06-10 00:00:00","2015-06-10 00:00:00","贵阳银行","475","490000.00","1031.578947"
"贵州省黔东南苗族侗族自治州锦屏县敦寨镇","凯里锦屏敦寨镇","5226281020001","2015-05-15 00:00:00","2015-05-15 00:00:00","贵阳银行","586","680000.00","1160.409556"
"贵州省黔东南苗族侗族自治州丹寨县龙泉镇","丹寨支行天星桥","5226361000001","2015-12-16 00:00:00","2015-12-16 00:00:00","贵阳银行","0","0.00",\N
"贵州省黔东南苗族侗族自治州从江县洛香镇","凯里洛香新安村","5226331020001","2015-05-26 00:00:00","2015-05-26 00:00:00","贵阳银行","129","0.00","0.000000"
"贵州省黔南布依族苗族自治州瓮安县草塘镇","都匀瓮安草塘社区","5227251020001","2015-03-18 00:00:00","2015-03-18 00:00:00","贵阳银行","297","1460000.00","4915.824916"
"贵州省铜仁地区铜仁市川硐镇","铜仁碧江川硐镇","5222011010001","2015-04-29 00:00:00","2015-04-29 00:00:00","贵阳银行","198","770000.00","3888.888889"
"贵州省铜仁地区铜仁市桐木坪侗族乡","铜仁碧江桐木坪乡","5222012000001","2015-04-29 00:00:00","2015-04-29 00:00:00","贵阳银行","161","410000.00","2546.583851"
"贵州省铜仁地区铜仁市大坪侗族苗族土家族乡","铜仁大坪大坪乡","5222012020001","2015-05-19 00:00:00","2015-05-19 00:00:00","贵阳银行","430","1290000.00","3000.000000"
"贵州省铜仁地区铜仁市和平土家族侗族乡","铜仁碧江和平乡","5222012030001","2015-06-30 00:00:00","2015-06-30 00:00:00","贵阳银行","88","398299.39","4526.129432"
"贵州省遵义市仁怀市五马镇","遵义五马镇云安村","5203821040001","2015-07-15 00:00:00","2015-07-15 00:00:00","贵阳银行","154","2860000.00","18571.428571"
"贵州省遵义市红花岗区忠庄镇","遵义百易鑫桃溪寺","5203021030001","2015-07-30 00:00:00","2015-07-30 00:00:00","贵阳银行","610","820000.00","1344.262295"
"贵州省遵义市红花岗区南关镇","遵义南关镇海风井","5203021020001","2015-06-02 00:00:00","2015-06-02 00:00:00","贵阳银行","170","4440000.00","26117.647059"
"贵州省黔南布依族苗族自治州都匀市甘塘镇","都匀帮水村","5227011010002","2015-07-23 00:00:00","2015-07-23 00:00:00","贵阳银行","372","2870000.00","7715.053763"
"贵州省黔南布依族苗族自治州都匀市匀东镇","都匀匀东镇","5227012080001","2015-07-28 00:00:00","2015-07-28 00:00:00","贵阳银行","23","1069.47","46.498696"
"贵州省六盘水市盘县两河乡","六盘水两河办","5202222040001","2015-06-10 00:00:00","2015-06-10 00:00:00","贵阳银行","122","73855.51","605.373033"
"贵州省贵阳市白云区麦架镇","白云曹关村","5201131010003","2015-04-03 00:00:00","2015-04-03 00:00:00","贵阳银行","1","0.00","0.000000"
"贵州省贵阳市观山湖区金麦社区","白云新苑小区","5201820040002","2015-03-03 00:00:00","2015-03-03 00:00:00","贵阳银行","207","460000.00","2222.222222"
"贵州省贵阳市观山湖区百花湖乡","观山湖竹林村","5201820020002","2015-04-29 00:00:00","2015-04-29 00:00:00","贵阳银行","109","14886.95","136.577523"
"贵州省贵阳市观山湖区碧海社区","白云碧海社区","5201820050001","2015-02-13 00:00:00","2015-02-13 00:00:00","贵阳银行","268","570000.00","2126.865672"
"贵州省贵阳市贵安新区马场镇","瑞金林卡村","5201830010001","2015-06-04 00:00:00","2015-06-04 00:00:00","贵阳银行","121","43816.89","362.123058"
"贵州省贵阳市贵安新区湖潮乡","瑞金马路村","5201830020001","2015-07-20 00:00:00","2015-07-20 00:00:00","贵阳银行","334","2210000.00","6616.766467"
"贵州省贵阳市花溪区金竹社区办事处","花溪小河金山村","5201114010001","2015-09-15 00:00:00","2015-09-15 00:00:00","贵阳银行","407","1790000.00","4398.034398"
"贵州省贵阳市花溪区金竹社区","花溪鑫宇合作社","5201114020001","2015-05-26 00:00:00","2015-05-26 00:00:00","贵阳银行","0","0.00",\N
"贵州省贵阳市贵安新区麦坪乡","清镇麦坪兴诚村","5201830030001","2015-04-22 00:00:00","2015-04-22 00:00:00","贵阳银行","320","2130000.00","6656.250000"
"贵州省贵阳市乌当区羊昌镇马场村","兆丰马场村","5201121030002","2015-05-19 00:00:00","2015-05-19 00:00:00","贵阳银行","217","90780000.00","418341.013825"
"贵州省贵阳市白云区牛场布依族乡","白云蓬莱仙界","5201132010002","2015-09-08 00:00:00","2015-09-08 00:00:00","贵阳银行","1","2.75","2.750000"
"贵州省贵阳市乌当区新堡布依族乡","乌当新堡乡","5201122030001","2015-05-20 00:00:00","2015-05-20 00:00:00","贵阳银行","103","1260000.00","12233.009709"
"贵州省贵阳市乌当区新添街道办事处","乌当新寨坡","5201120010001","2015-05-20 00:00:00","2015-05-20 00:00:00","贵阳银行","122","5330000.00","43688.524590"
"贵州省贵阳市乌当区新添街道办事处","乌当土巴寨","5201120010002","2015-05-22 00:00:00","2015-05-22 00:00:00","贵阳银行","158","6330000.00","40063.291139"
"贵州省贵阳市乌当区新添街道办事处","乌当奶牛场","5201120010003","2015-05-20 00:00:00","2015-05-20 00:00:00","贵阳银行","194","12400000.00","63917.525773"
"贵州省贵阳市乌当区高新路街道办事处","乌当龙塘寨","5201120020001","2015-07-10 00:00:00","2015-07-10 00:00:00","贵阳银行","96","2370000.00","24687.500000"
"贵州省贵阳市修文县龙场镇","修文龙场朝阳村","5201231000002","2014-12-02 00:00:00","2014-12-02 00:00:00","贵阳银行","215","1060000.00","4930.232558"
"贵州省安顺市西秀区东关街道办事处","安顺顺城批发市场","5204020050004","2015-05-21 00:00:00","2015-05-21 00:00:00","贵阳银行","118","4030000.00","34152.542373"
"贵州省安顺市镇宁布依族苗族自治县城关镇","安顺汇景纸业","5204231000001","2015-05-27 00:00:00","2015-05-27 00:00:00","贵阳银行","117","5088675.81","43492.955641"
"山东省济南市长清区万德镇田家庄村","长清区万德镇田家庄村","3701131030013","2016-01-23 00:00:00","2014-11-02 00:00:00","中国银行","60","40635.55","677.259167"
"山东省滨州市滨城区里则街道办事处庄科李","滨城区里则街道办事处庄科李","3716020120003","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","14","1669.01","119.215000"
"山东省滨州市滨城区秦皇台乡","滨城区秦皇台乡段李村","3716022030001","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","98","221.08","2.255918"
"山东省滨州市阳信县阳信镇","阳信县阳信镇园子村","3716221000001","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","1","2153.82","2153.820000"
"山东省滨州市沾化县下河乡东李庄村民委员","沾化县下河乡东李庄村民委员","3716242030001","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","69","27874.25","403.974638"
"山东省滨州市沾化县冯家镇药王村","沾化县冯家镇药王村","3716241030001","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","1","1.00","1.000000"
"山东省滨州市沾化县下洼镇","沾化县下洼镇齐家村","3716241010009","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","17","5351.50","314.794118"
"山东省滨州市沾化县下洼镇西贾营村民委员","沾化县下洼镇西贾营村民委员","3716241010010","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","1","356.50","356.500000"
"山东省滨州市沾化县下洼镇皂户信二村民委","沾化县下洼镇皂户信二村民委","3716241010011","2016-01-24 00:00:00","2016-01-24 00:00:00","中国银行","1","1.00","1.000000"
"山东省德州市平原县前曹镇小岳村","平原县前曹镇小岳村","3714261020005","2015-11-17 00:00:00","2015-11-20 00:00:00","中国银行","101","4484521.78","44401.205743"
"山东省德州市平原县恩城镇北站村","平原县恩城镇北站村","3714261030007","2015-11-24 00:00:00","2016-01-31 00:00:00","中国银行","0","186000.00",\N
"山东省德州市平原县前曹镇","平原县前曹镇付庄村","3714261020006","2015-11-19 00:00:00","2016-01-31 00:00:00","中国银行","100","1618452.34","16184.523400"
"山东省烟台市龙口市新嘉街道北曲村","龙口市新嘉街道北曲村","3706810030006","2016-01-21 00:00:00","2016-01-21 00:00:00","中国银行","1","49966.34","49966.340000"
"山东省烟台市龙口市龙港街道马王村","龙口市龙港街道马王村","3706810020003","2016-01-21 00:00:00","2016-01-21 00:00:00","中国银行","1","1700758.49","1700758.490000"
"山东省淄博市桓台县索镇镇","桓台县索镇镇五里村","3703211000001","2016-01-24 00:00:00","2016-02-06 00:00:00","中国银行","53","23353.01","440.622830"
"山东省淄博市沂源县西里镇","沂源县西里镇滑石峪村","3703231050001","2016-01-24 00:00:00","2016-02-03 00:00:00","中国银行","633","12741262.11","20128.376161"
"山东省青岛市平度市兰底镇大河岔村","青岛市平度市兰底镇大河岔村助农服务点","3702831060001","2016-01-24 00:00:00","2015-05-03 00:00:00","中国银行","0","242424.45",\N
"山东省临沂市临沭县玉山镇","临沭县玉山镇凤阳村","3713291090001","2016-01-25 00:00:00","2016-01-26 00:00:00","中国银行","0","0.00",\N
"河北省唐山市乐亭县乐亭镇新埝村","乐亭县乐亭镇新埝村","1302251000001","2016-01-25 00:00:00","2015-04-27 00:00:00","中国银行","823","1890000.00","2296.476306"
"河北省唐山市丰润区七树庄镇菜子庄村","丰润区七树庄镇菜子庄村","1302081160003","2015-06-03 00:00:00","2015-12-20 00:00:00","中国银行","1582","9840000.00","6219.974716"
"山东省临沂市临沭县玉山镇玉山村","临沭县玉山镇玉山村","3713291090002","2016-01-25 00:00:00","2016-01-26 00:00:00","中国银行","1","139998.00","139998.000000"
"河北省唐山市乐亭县王滩镇邓滩村","乐亭县王滩镇邓滩村","1302251030004","2016-01-25 00:00:00","2014-11-14 00:00:00","中国银行","0","19180000.00",\N
"河北省唐山市玉田县潮洛窝乡罗卜窝村","玉田县潮洛窝乡罗卜窝村","1302292030002","2016-01-25 00:00:00","2015-06-05 00:00:00","中国银行","373","870000.00","2332.439678"
"河北省唐山市路北区果园乡许各寨村","路北区果园乡许各寨村","1302032000001","2016-01-25 00:00:00","2016-02-03 00:00:00","中国银行","2","30080000.00","15040000.000000"
"河北省唐山市丰南区大齐镇李坨村","丰南区大齐镇李坨村","1302071140006","2016-01-25 00:00:00","2016-02-20 00:00:00","中国银行","2","9750000.00","4875000.000000"
"山东省烟台市福山区清洋街道东北关","福山区清洋街道东北关助农服务点","3706110010003","2016-01-25 00:00:00","2016-01-25 00:00:00","中国银行","5","1227399.13","245479.826000"
"山东省烟台市福山区回里镇西黄山村","福山区回里镇西黄山村助农服务点","3706111040008","2016-01-25 00:00:00","2016-01-25 00:00:00","中国银行","0","3300000.00",\N
"河北省石家庄市辛集市张古庄镇西陈位村","辛集市张古庄镇西陈位村","1301811020002","2016-01-25 00:00:00","2016-01-25 00:00:00","张家口银行","126","1823283.19","14470.501508"
"河北省石家庄市辛集市天宫营乡河庄村","辛集市天宫营乡河庄村","1301812000002","2016-01-25 00:00:00","2016-01-25 00:00:00","张家口银行","97","1374747.50","14172.654639"
"河北省石家庄市辛集市旧城镇西小李家庄村","辛集市旧城镇西小李家庄村","1301811010009","2016-01-25 00:00:00","2016-01-25 00:00:00","张家口银行","199","2257533.26","11344.388241"
"河北省石家庄市辛集市张古庄镇小位村","辛集市张古庄镇小位村张行","1301811020003","2016-01-25 00:00:00","2016-01-25 00:00:00","张家口银行","163","2276106.38","13963.842822"
